Cluster_Topic,PY,Topic_Year,PT,PG,Have_Funding_Agency,Author_count,Funding_agency_count,Squeezed_Publisher,Contain_Top_All_authors,Contain_Top_All_funding_agencies,Count_of_top_funding_agency,Contain_Top_PU
6,2013,6_2013,J,9,1,5,2,Other Publishers,0.0,0.0,0,0.0
10,2013,10_2013,B,7,0,2,0,Other Publishers,0.0,0.0,0,0.0
14,2013,14_2013,B,3,0,3,0,Other Publishers,0.0,0.0,0,0.0
2,2013,2_2013,B,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
2,2013,2_2013,B,15,0,3,0,Other Publishers,0.0,0.0,0,0.0
6,2013,6_2013,S,3,1,3,1,Other Publishers,0.0,0.0,0,0.0
0,2013,0_2013,S,3,0,5,0,Other Publishers,0.0,0.0,0,0.0
6,2013,6_2013,S,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
4,2013,4_2013,J,5,1,4,2,Other Publishers,0.0,0.0,0,0.0
9,2013,9_2013,B,4,1,4,2,Other Publishers,0.0,0.0,0,0.0
10,2013,10_2013,S,9,0,7,0,Other Publishers,0.0,0.0,0,0.0
11,2013,11_2013,B,8,0,6,0,Other Publishers,0.0,0.0,0,0.0
14,2013,14_2013,S,4,0,7,0,SPRINGER,0.0,0.0,0,1.0
2,2013,2_2013,S,2,1,9,1,SPRINGER,0.0,0.0,0,1.0
0,2013,0_2013,S,2,0,3,0,SPRINGER,0.0,0.0,0,1.0
11,2013,11_2013,S,4,0,5,0,SPRINGER,0.0,0.0,0,1.0
12,2013,12_2013,S,4,0,3,0,SPRINGER,0.0,0.0,0,1.0
13,2013,13_2013,S,4,0,8,0,SPRINGER,0.0,0.0,0,1.0
3,2013,3_2013,J,7,1,5,4,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
11,2013,11_2013,J,12,1,6,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,2013,5_2013,J,9,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,2013,5_2013,J,9,1,10,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,2013,5_2013,J,10,1,8,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
12,2013,12_2013,J,9,1,4,4,WILEY-BLACKWELL,0.0,0.0,0,1.0
5,2013,5_2013,J,11,1,7,1,WILEY,0.0,0.0,0,1.0
8,2013,8_2013,J,16,0,4,0,Other Publishers,0.0,0.0,0,0.0
2,2013,2_2013,J,14,0,8,0,Other Publishers,0.0,0.0,0,0.0
7,2013,7_2013,J,10,1,6,1,WILEY-BLACKWELL,0.0,0.0,0,1.0
9,2013,9_2013,J,4,1,5,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
3,2013,3_2013,J,3,1,7,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
8,2013,8_2013,J,8,1,3,1,ELSEVIER SCIENCE SA,0.0,0.0,0,0.0
8,2013,8_2013,J,5,0,2,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
2,2013,2_2013,J,10,1,3,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1,2013,1_2013,J,9,1,5,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
11,2012,11_2012,J,6,1,24,5,Other Publishers,0.0,0.0,0,0.0
0,2012,0_2012,J,11,1,5,2,Other Publishers,0.0,0.0,0,0.0
0,2012,0_2012,J,5,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,2012,5_2012,J,9,0,6,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
4,2012,4_2012,J,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,10,1,6,6,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
14,2012,14_2012,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,7,1,7,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,5,1,6,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,6,1,10,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2012,6_2012,J,8,1,7,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
3,2012,3_2012,J,8,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2012,9_2012,J,4,1,7,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2012,6_2012,J,3,1,5,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
4,2012,4_2012,J,6,1,8,1,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,8,0,4,0,WILEY-BLACKWELL,0.0,0.0,0,1.0
8,2012,8_2012,J,8,1,4,1,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
10,2012,10_2012,J,9,1,5,5,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
14,2012,14_2012,J,8,1,5,2,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
1,2012,1_2012,J,7,1,3,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
4,2012,4_2012,J,7,1,7,1,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,7,1,5,4,AMER CHEMICAL SOC,0.0,0.0,0,1.0
13,2012,13_2012,J,10,1,2,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
6,2012,6_2012,J,13,1,4,5,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,14,1,11,1,Other Publishers,0.0,0.0,0,0.0
13,2012,13_2012,J,12,1,9,2,Other Publishers,0.0,0.0,0,0.0
1,2012,1_2012,J,13,0,6,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,2012,3_2012,J,11,1,10,2,Other Publishers,0.0,0.0,0,0.0
8,2012,8_2012,J,14,0,3,0,WILEY-BLACKWELL,0.0,0.0,0,1.0
1,2012,1_2012,J,7,1,5,5,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,2012,12_2012,J,14,1,1,1,Other Publishers,0.0,0.0,0,0.0
13,2012,13_2012,J,10,1,4,1,Other Publishers,0.0,0.0,0,0.0
12,2012,12_2012,J,6,1,2,1,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,10,1,4,2,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
7,2012,7_2012,J,7,1,6,7,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2012,5_2012,J,3,1,7,3,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,9,1,5,3,SPRINGER,0.0,0.0,0,1.0
0,2012,0_2012,J,7,0,7,0,SPRINGER,0.0,0.0,0,1.0
0,2012,0_2012,J,10,1,10,1,SPRINGER,0.0,0.0,0,1.0
6,2012,6_2012,J,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
11,2012,11_2012,J,8,1,6,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2012,9_2012,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
11,2012,11_2012,J,9,1,3,3,Other Publishers,0.0,0.0,0,0.0
10,2012,10_2012,J,14,0,2,0,Other Publishers,0.0,0.0,0,0.0
0,2012,0_2012,J,6,1,3,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,2012,3_2012,J,10,1,4,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
6,2012,6_2012,J,7,1,4,1,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
5,2012,5_2012,J,7,1,2,4,WILEY-BLACKWELL,0.0,0.0,0,1.0
6,2012,6_2012,J,9,1,11,5,WILEY,0.0,0.0,0,1.0
0,2012,0_2012,J,10,1,7,1,WILEY,0.0,0.0,0,1.0
2,2012,2_2012,J,16,1,3,1,Other Publishers,0.0,0.0,0,0.0
1,2012,1_2012,J,1,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1,2012,1_2012,J,10,1,5,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
11,2012,11_2012,J,8,1,5,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
11,2012,11_2012,J,12,1,7,10,ELSEVIER SCI LTD,0.0,0.0,0,1.0
8,2012,8_2012,J,8,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
0,2012,0_2012,J,20,1,5,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
13,2012,13_2012,J,8,1,4,2,Other Publishers,0.0,0.0,0,0.0
8,2012,8_2012,J,5,1,6,2,Other Publishers,0.0,0.0,0,0.0
8,2012,8_2012,J,7,1,5,3,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,12,1,4,4,Other Publishers,0.0,0.0,0,0.0
6,2012,6_2012,J,11,0,2,0,Other Publishers,0.0,0.0,0,0.0
7,2012,7_2012,J,10,1,2,2,Other Publishers,0.0,0.0,0,0.0
10,2012,10_2012,J,7,1,5,3,Other Publishers,0.0,0.0,0,0.0
6,2012,6_2012,J,14,1,8,1,SPRINGER,0.0,0.0,0,1.0
0,2012,0_2012,J,9,0,9,0,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,6,1,8,1,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,8,1,4,3,SPRINGER,0.0,0.0,0,1.0
9,2012,9_2012,J,8,1,5,1,SPRINGER,0.0,0.0,0,1.0
3,2012,3_2012,J,7,0,2,0,SPRINGER,0.0,0.0,0,1.0
4,2012,4_2012,J,9,1,3,2,SPRINGER,0.0,0.0,0,1.0
0,2012,0_2012,J,8,1,3,3,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,6,0,4,0,WILEY-BLACKWELL,0.0,0.0,0,1.0
1,2012,1_2012,J,7,1,5,5,WILEY-BLACKWELL,0.0,0.0,0,1.0
10,2012,10_2012,J,15,1,6,5,Other Publishers,0.0,0.0,0,0.0
6,2012,6_2012,J,13,0,9,0,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,7,1,7,5,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
9,2012,9_2012,J,10,1,4,2,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
13,2012,13_2012,J,12,1,7,4,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
9,2012,9_2012,J,11,1,8,3,WILEY-V C H VERLAG GMBH,0.0,1.0,1,1.0
5,2012,5_2012,J,9,1,5,2,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
11,2012,11_2012,J,9,1,8,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
0,2012,0_2012,J,9,1,2,3,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,25,0,1,0,Other Publishers,0.0,0.0,0,0.0
1,2012,1_2012,J,8,0,6,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
9,2012,9_2012,J,8,1,7,6,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,2012,6_2012,J,10,0,4,0,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,10,1,7,5,AMER CHEMICAL SOC,0.0,0.0,0,1.0
7,2012,7_2012,J,10,1,5,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
0,2012,0_2012,J,11,1,7,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,2012,12_2012,J,9,1,4,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
10,2012,10_2012,J,5,1,5,3,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,7,1,7,1,Other Publishers,0.0,0.0,0,0.0
10,2012,10_2012,J,9,0,3,0,Other Publishers,0.0,0.0,0,0.0
12,2012,12_2012,J,1,0,1,0,Other Publishers,1.0,0.0,0,0.0
13,2012,13_2012,J,8,1,4,2,SPRINGER,0.0,0.0,0,1.0
9,2012,9_2012,J,8,1,2,1,Other Publishers,0.0,0.0,0,0.0
4,2012,4_2012,J,11,0,3,0,WILEY,0.0,0.0,0,1.0
7,2012,7_2012,J,10,0,2,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
2,2012,2_2012,J,8,1,8,3,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,7,0,3,0,SPRINGER,0.0,0.0,0,1.0
5,2012,5_2012,J,14,1,4,1,SPRINGER,0.0,0.0,0,1.0
9,2012,9_2012,J,12,1,4,1,SPRINGER,0.0,0.0,0,1.0
3,2012,3_2012,J,5,1,5,1,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,8,1,4,2,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,10,1,7,1,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,10,1,8,1,Other Publishers,0.0,0.0,0,0.0
6,2012,6_2012,J,8,1,7,1,WILEY,0.0,0.0,0,1.0
7,2012,7_2012,J,7,1,10,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2012,6_2012,J,10,1,4,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1,2012,1_2012,J,6,1,4,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,4,1,6,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
12,2012,12_2012,J,4,1,5,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
8,2012,8_2012,J,4,1,3,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,3,1,6,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
8,2012,8_2012,J,4,1,4,7,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1,2012,1_2012,J,9,1,2,1,SPRINGER,0.0,0.0,0,1.0
3,2012,3_2012,J,4,1,6,2,ROYAL SOC CHEMISTRY,0.0,0.0,0,0.0
10,2012,10_2012,J,1,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,6,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,6,0,8,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1,2012,1_2012,J,7,1,6,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2012,6_2012,J,4,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,7,1,7,2,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
9,2012,9_2012,J,7,1,5,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2012,9_2012,J,11,1,6,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
10,2012,10_2012,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
14,2012,14_2012,J,7,1,3,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2012,9_2012,J,7,1,2,1,Other Publishers,0.0,0.0,0,0.0
10,2012,10_2012,J,8,1,9,2,Other Publishers,0.0,0.0,0,0.0
13,2012,13_2012,J,5,0,5,0,Other Publishers,0.0,0.0,0,0.0
7,2012,7_2012,J,12,1,2,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,2012,5_2012,J,8,1,9,9,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2,2012,2_2012,J,7,1,6,5,SPRINGER,0.0,0.0,0,1.0
10,2012,10_2012,J,8,1,10,3,WILEY-BLACKWELL,0.0,1.0,1,1.0
9,2012,9_2012,J,5,0,8,0,WILEY-BLACKWELL,0.0,0.0,0,1.0
9,2012,9_2012,J,5,0,3,0,WILEY-BLACKWELL,0.0,0.0,0,1.0
10,2012,10_2012,J,11,1,8,1,SPRINGER,0.0,0.0,0,1.0
5,2012,5_2012,J,11,1,10,4,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,11,1,6,3,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,14,1,9,1,SPRINGER,0.0,0.0,0,1.0
9,2012,9_2012,J,8,1,2,2,Other Publishers,0.0,0.0,0,0.0
10,2012,10_2012,J,6,1,5,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
9,2012,9_2012,J,10,1,4,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2012,9_2012,J,11,1,2,1,WILEY,0.0,0.0,0,1.0
14,2012,14_2012,J,16,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
8,2012,8_2012,J,11,1,9,7,ELSEVIER SCI LTD,0.0,0.0,0,1.0
0,2012,0_2012,J,9,1,7,2,WILEY-BLACKWELL,0.0,0.0,0,1.0
5,2012,5_2012,J,9,1,6,1,WILEY-BLACKWELL,0.0,0.0,0,1.0
2,2012,2_2012,J,11,1,5,1,WILEY-BLACKWELL,0.0,0.0,0,1.0
5,2012,5_2012,J,10,1,4,3,WILEY-BLACKWELL,0.0,0.0,0,1.0
11,2012,11_2012,J,8,1,4,1,WILEY-BLACKWELL,0.0,0.0,0,1.0
13,2012,13_2012,J,8,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1,2012,1_2012,J,6,0,5,0,SPRINGER,0.0,0.0,0,1.0
12,2012,12_2012,J,6,0,4,0,SPRINGER,0.0,0.0,0,1.0
10,2012,10_2012,J,9,0,3,0,SPRINGER,0.0,0.0,0,1.0
1,2012,1_2012,J,7,0,4,0,SPRINGER,0.0,0.0,0,1.0
10,2012,10_2012,J,5,0,5,0,SPRINGER,0.0,0.0,0,1.0
1,2012,1_2012,J,6,1,2,1,Other Publishers,0.0,0.0,0,0.0
14,2012,14_2012,J,8,1,4,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,7,1,4,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,7,1,8,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2012,9_2012,J,6,1,3,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,8,1,11,6,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2012,6_2012,J,5,1,2,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2012,5_2012,J,7,1,7,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2012,9_2012,J,8,1,5,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2012,2_2012,J,8,1,4,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,2012,14_2012,J,6,1,3,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2012,9_2012,J,8,1,6,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
0,2012,0_2012,J,6,1,4,2,Other Publishers,0.0,0.0,0,0.0
12,2012,12_2012,J,7,0,8,0,Other Publishers,0.0,0.0,0,0.0
0,2012,0_2012,J,14,1,3,5,SPRINGER,0.0,1.0,1,1.0
0,2012,0_2012,J,10,1,5,3,SPRINGER,0.0,0.0,0,1.0
3,2012,3_2012,J,9,1,2,4,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,11,0,8,0,SPRINGER,0.0,0.0,0,1.0
7,2012,7_2012,J,14,1,2,2,SPRINGER,0.0,1.0,1,1.0
9,2012,9_2012,J,15,1,9,3,SPRINGER,0.0,0.0,0,1.0
5,2012,5_2012,J,7,1,2,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
0,2012,0_2012,J,7,1,5,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,2012,14_2012,J,8,0,3,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
10,2012,10_2012,J,12,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
0,2012,0_2012,J,12,1,4,6,Other Publishers,0.0,0.0,0,0.0
6,2012,6_2012,J,9,1,4,4,AMER CHEMICAL SOC,0.0,0.0,0,1.0
11,2012,11_2012,J,6,1,12,6,Other Publishers,0.0,0.0,0,0.0
1,2012,1_2012,J,6,1,7,3,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,10,1,4,3,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
1,2012,1_2012,J,10,0,4,0,Other Publishers,0.0,0.0,0,0.0
7,2012,7_2012,J,24,0,1,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
6,2012,6_2012,J,12,1,7,2,Other Publishers,0.0,0.0,0,0.0
7,2012,7_2012,J,12,1,2,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
14,2012,14_2012,J,11,0,4,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
0,2012,0_2012,J,7,1,10,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
6,2012,6_2012,J,12,1,9,6,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,13,1,12,4,Other Publishers,0.0,0.0,0,0.0
8,2012,8_2012,J,8,0,5,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
12,2012,12_2012,J,1,0,3,0,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,6,1,1,1,Other Publishers,0.0,0.0,0,0.0
0,2012,0_2012,J,10,1,3,1,Other Publishers,0.0,0.0,0,0.0
7,2012,7_2012,J,6,1,6,2,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
3,2012,3_2012,J,7,0,5,0,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
10,2012,10_2012,J,8,1,9,5,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
0,2012,0_2012,J,8,1,3,3,AMER CHEMICAL SOC,0.0,1.0,1,1.0
9,2012,9_2012,J,4,1,4,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2012,5_2012,J,4,1,4,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2012,5_2012,J,7,1,9,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2012,5_2012,J,11,1,3,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2012,9_2012,J,9,0,1,0,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
9,2012,9_2012,J,10,1,3,1,Other Publishers,0.0,0.0,0,0.0
11,2012,11_2012,J,5,1,7,6,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,12,1,2,2,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,6,1,13,2,Other Publishers,0.0,0.0,0,0.0
6,2012,6_2012,J,10,0,3,0,ROYAL SOC CHEMISTRY,0.0,0.0,0,0.0
1,2012,1_2012,J,8,1,4,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,2012,3_2012,J,10,1,7,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
14,2012,14_2012,J,11,1,3,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2012,9_2012,J,14,1,8,1,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,6,1,6,1,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,14,1,10,2,Other Publishers,0.0,0.0,0,0.0
14,2012,14_2012,J,10,1,6,4,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
0,2012,0_2012,J,7,1,5,4,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
0,2012,0_2012,J,7,1,2,1,ROYAL SOC CHEMISTRY,0.0,0.0,0,0.0
2,2012,2_2012,J,8,1,4,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,2012,9_2012,J,9,1,7,3,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,7,1,6,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
0,2012,0_2012,J,7,1,8,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2012,9_2012,J,8,1,6,1,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,12,1,5,1,WILEY,0.0,0.0,0,1.0
3,2012,3_2012,J,10,1,3,1,Other Publishers,0.0,0.0,0,0.0
11,2012,11_2012,J,13,1,11,2,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,16,1,4,1,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,7,1,6,5,WILEY,0.0,0.0,0,1.0
6,2012,6_2012,J,5,1,5,9,WILEY-BLACKWELL,0.0,0.0,0,1.0
3,2012,3_2012,J,13,1,6,6,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,16,1,9,3,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,4,1,2,1,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,11,1,2,1,AMER CHEMICAL SOC,0.0,1.0,1,1.0
2,2012,2_2012,J,11,1,2,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,2012,14_2012,J,8,1,5,8,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
7,2012,7_2012,J,9,1,5,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2012,6_2012,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
5,2012,5_2012,J,6,1,4,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,2012,5_2012,J,10,1,6,7,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,2012,9_2012,J,4,1,5,2,Other Publishers,0.0,0.0,0,0.0
3,2012,3_2012,J,9,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
3,2012,3_2012,J,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
0,2012,0_2012,J,3,0,2,0,Other Publishers,0.0,0.0,0,0.0
9,2012,9_2012,J,6,1,2,4,Other Publishers,0.0,0.0,0,0.0
4,2012,4_2012,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
10,2012,10_2012,J,14,1,4,6,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
11,2012,11_2012,J,15,0,5,0,SPRINGER,0.0,0.0,0,1.0
10,2012,10_2012,J,1,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,2012,6_2012,J,1,0,1,0,ELSEVIER SCI LTD,1.0,0.0,0,1.0
14,2012,14_2012,J,1,0,1,0,ELSEVIER SCI LTD,1.0,0.0,0,1.0
12,2012,12_2012,J,8,1,4,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,2012,5_2012,J,16,0,2,0,Other Publishers,0.0,0.0,0,0.0
12,2012,12_2012,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
0,2012,0_2012,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
6,2012,6_2012,J,9,1,5,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
7,2012,7_2012,J,8,1,5,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1,2012,1_2012,J,4,1,7,5,AMER CHEMICAL SOC,0.0,0.0,0,1.0
0,2012,0_2012,J,4,1,4,4,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,2012,12_2012,J,1,0,9,0,Other Publishers,0.0,0.0,0,0.0
4,2012,4_2012,J,19,1,7,7,WILEY,0.0,0.0,0,1.0
6,2012,6_2012,J,20,0,3,0,Other Publishers,0.0,0.0,0,0.0
2,2012,2_2012,J,6,0,3,0,WILEY-BLACKWELL,0.0,0.0,0,1.0
2,2012,2_2012,J,5,0,3,0,WILEY-BLACKWELL,0.0,0.0,0,1.0
2,2012,2_2012,J,6,1,3,1,WILEY-BLACKWELL,0.0,0.0,0,1.0
3,2012,3_2012,J,17,0,6,0,Other Publishers,0.0,0.0,0,0.0
