Topic_Year,Citation_feature,Topic_num,Five_Year_Percent,Three_Year_Percent,Sum_SJR,Avg_SJR,Year,Topic,Growth_Rate,Citation_Growth_Rate,Year_Growth_Rate,Target,Avg_SJR_1,Avg_SJR_2,Avg_SJR_3,Sum_SJR_1,Sum_SJR_2,Sum_SJR_3,Google Trend,Review_AMT
4_2012,0.0002902648581458564,120.0,0.2188034188034188,0.3413333333333333,152.58600000000004,1.1920781250000003,2012,4,-0.055118110236220486,0.0881351004114832,0.052148518982060965,0,0.9980916666666667,1.0980157480314963,0.9035,119.771,139.44800000000004,104.806,2.636887608069164,17.0
4_2013,0.00036656379606485036,128.0,0.2279874213836478,0.36895674300254455,138.198,0.9530896551724138,2013,4,0.06666666666666665,0.2628597151111356,0.12093576526566219,0,1.1920781250000003,0.9980916666666667,1.0980157480314963,152.58600000000004,119.771,139.44800000000004,2.7685185185185186,15.0
4_2014,0.00026874915402395286,145.0,0.2341678939617084,0.3680555555555556,142.14899999999997,0.8940188679245281,2014,4,0.1328125,-0.2668420697596461,0.11602405376724434,1,0.9530896551724138,1.1920781250000003,0.9980916666666667,138.198,152.58600000000004,119.771,2.7961783439490446,19.0
4_2015,0.00023735385272182058,159.0,0.2530446549391069,0.38085539714867617,166.99300000000005,0.893010695187166,2015,4,0.096551724137931,-0.11682009350375144,0.12107765451664032,0,0.8940188679245281,0.9530896551724138,1.1920781250000003,142.14899999999997,138.198,152.58600000000004,3.0314685314685317,21.0
4_2016,0.00014452618895528373,187.0,0.20742637644046094,0.3188976377952756,148.28399999999996,0.9153333333333331,2016,4,0.17610062893081757,-0.3910939835273335,0.037319762510602095,1,0.893010695187166,0.8940188679245281,0.9530896551724138,166.99300000000005,142.14899999999997,138.198,3.337078651685393,16.0
4_2017,0.0002786105811453317,162.0,0.23446658851113716,0.36429872495446264,212.77799999999996,1.0638899999999998,2017,4,-0.1336898395721925,0.927751524891683,0.07331698010357046,0,0.9153333333333331,0.893010695187166,0.8940188679245281,148.28399999999996,166.99300000000005,142.14899999999997,3.4285714285714284,29.0
4_2018,0.0001642823455431536,200.0,0.2236842105263158,0.36042402826855124,0.0,0.0,2018,4,0.23456790123456783,-0.4103513769369048,0.06500761808024369,1,1.0638899999999998,0.9153333333333331,0.893010695187166,212.77799999999996,148.28399999999996,166.99300000000005,3.388185654008439,26.0
5_2004,0.002149780713986983,69.0,0.2857142857142857,0.40816326530612246,87.67400000000002,0.8767400000000002,2004,5,-0.09210526315789469,0.5803451056019686,0.16083916083916083,0,0.9587391304347826,0.9764210526315785,,66.153,74.20799999999997,,6.934959349593496,10.0
5_2005,0.0015198067632850242,100.0,0.3303769401330377,0.46855345911949686,167.56699999999995,1.1246107382550332,2005,5,0.4492753623188406,-0.29304102813984645,0.17349397590361448,1,0.8767400000000002,0.9587391304347826,0.9764210526315785,87.67400000000002,66.153,74.20799999999997,8.76842105263158,12.0
5_2006,0.0006388682153183474,149.0,0.2151394422310757,0.3025210084033613,94.789,0.8776759259259259,2006,5,0.49,-0.5796385232965737,0.3613963039014374,1,1.1246107382550332,0.8767400000000002,0.9587391304347826,167.56699999999995,87.67400000000002,66.153,9.306666666666667,6.0
5_2007,0.0008350363536469509,108.0,0.2947019867549669,0.4091954022988506,212.23799999999997,1.1923483146067415,2007,5,-0.2751677852348994,0.3070557176347444,-0.13650075414781293,0,0.8776759259259259,1.1246107382550332,0.8767400000000002,94.789,167.56699999999995,87.67400000000002,9.318181818181818,14.0
5_2008,0.0005223921808327571,178.0,0.23462088698140202,0.36444444444444446,206.02000000000007,1.2562195121951223,2008,5,0.6481481481481481,-0.37440785835101276,0.46113537117903936,1,1.1923483146067415,0.8776759259259259,1.1246107382550332,212.23799999999997,94.789,167.56699999999995,9.129032258064516,18.0
5_2009,0.0006240882466686271,164.0,0.25404732254047324,0.37362637362637363,229.45599999999996,1.12478431372549,2009,5,-0.0786516853932584,0.19467379024271403,0.10579796772265393,0,1.2562195121951223,1.1923483146067415,0.8776759259259259,206.02000000000007,212.23799999999997,94.789,9.929824561403509,14.0
5_2010,0.0005243503745070071,204.0,0.2773480662983425,0.40549273021001614,357.076,1.422613545816733,2010,5,0.24390243902439024,-0.15981373258352338,0.09297297297297291,1,1.12478431372549,1.2562195121951223,1.1923483146067415,229.45599999999996,206.02000000000007,212.23799999999997,9.127272727272727,19.0
